# phi  Veff_T1e-03  Veff_T1e-02  Veff_T1e-01
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
5.2360043659e-04 7.3058039426e-15 9.9576232899e-13 1.0575300144e-10
5.2722986142e-04 7.3863085327e-15 1.0094941429e-12 1.0722301867e-10
5.3088444423e-04 7.4674260411e-15 1.0234144115e-12 1.0871346167e-10
5.3456435940e-04 7.5491526336e-15 1.0375257013e-12 1.1022461410e-10
5.3826978252e-04 7.6314841166e-15 1.0518306131e-12 1.1175676359e-10
5.4200089040e-04 7.7144159242e-15 1.0663317830e-12 1.1331020162e-10
5.4575786109e-04 7.7979431050e-15 1.0810318823e-12 1.1488522389e-10
5.4954087386e-04 7.8820603090e-15 1.0959336180e-12 1.1648213008e-10
5.5335010922e-04 7.9667617732e-15 1.1110397338e-12 1.1810122405e-10
5.5718574893e-04 8.0520413075e-15 1.1263530102e-12 1.1974281390e-10
5.6104797603e-04 8.1378922799e-15 1.1418762647e-12 1.2140721199e-10
5.6493697481e-04 8.2243076015e-15 1.1576123530e-12 1.2309473501e-10
5.6885293084e-04 8.3112797107e-15 1.1735641689e-12 1.2480570405e-10
5.7279603099e-04 8.3988005569e-15 1.1897346451e-12 1.2654044468e-10
5.7676646339e-04 8.4868615844e-15 1.2061267534e-12 1.2829928695e-10
5.8076441752e-04 8.5754537150e-15 1.2227435057e-12 1.3008256545e-10
5.8479008414e-04 8.6645673305e-15 1.2395879541e-12 1.3189061952e-10
5.8884365536e-04 8.7541922545e-15 1.2566631916e-12 1.3372379311e-10
5.9292532458e-04 8.8443177341e-15 1.2739723527e-12 1.3558243495e-10
5.9703528658e-04 8.9349324203e-15 1.2915186137e-12 1.3746689870e-10
6.0117373748e-04 9.0260243486e-15 1.3093051936e-12 1.3937754279e-10
6.0534087475e-04 9.1175809183e-15 1.3273353541e-12 1.4131473075e-10
6.0953689724e-04 9.2095888719e-15 1.3456124010e-12 1.4327883103e-10
6.1376200516e-04 9.3020342734e-15 1.3641396839e-12 1.4527021730e-10
6.1801640014e-04 9.3949024859e-15 1.3829205973e-12 1.4728926832e-10
6.2230028517e-04 9.4881781491e-15 1.4019585811e-12 1.4933636817e-10
6.2661386467e-04 9.5818451552e-15 1.4212571210e-12 1.5141190625e-10
6.3095734448e-04 9.6758866252e-15 1.4408197493e-12 1.5351627727e-10
6.3533093185e-04 9.7702848837e-15 1.4606500454e-12 1.5564988156e-10
6.3973483548e-04 9.8650214328e-15 1.4807516365e-12 1.5781312486e-10
6.4416926552e-04 9.9600769260e-15 1.5011281981e-12 1.6000641868e-10
6.4863443355e-04 1.0055431141e-14 1.5217834548e-12 1.6223018007e-10
6.5313055265e-04 1.0151062950e-14 1.5427211806e-12 1.6448483203e-10
6.5765783736e-04 1.0246950294e-14 1.5639451999e-12 1.6677080329e-10
6.6221650370e-04 1.0343070149e-14 1.5854593882e-12 1.6908852861e-10
6.6680676921e-04 1.0439398497e-14 1.6072676722e-12 1.7143844871e-10
6.7142885293e-04 1.0535910295e-14 1.6293740312e-12 1.7382101051e-10
6.7608297539e-04 1.0632579441e-14 1.6517824971e-12 1.7623666702e-10
6.8076935869e-04 1.0729378741e-14 1.6744971556e-12 1.7868587762e-10
6.8548822645e-04 1.0826279871e-14 1.6975221466e-12 1.8116910805e-10
6.9023980384e-04 1.0923253347e-14 1.7208616650e-12 1.8368683041e-10
6.9502431759e-04 1.1020268482e-14 1.7445199615e-12 1.8623952345e-10
6.9984199600e-04 1.1117293351e-14 1.7685013431e-12 1.8882767252e-10
7.0469306897e-04 1.1214294748e-14 1.7928101739e-12 1.9145176972e-10
7.0957776796e-04 1.1311238152e-14 1.8174508759e-12 1.9411231392e-10
7.1449632608e-04 1.1408087675e-14 1.8424279298e-12 1.9680981092e-10
7.1944897800e-04 1.1504806025e-14 1.8677458755e-12 1.9954477361e-10
7.2443596007e-04 1.1601354459e-14 1.8934093132e-12 2.0231772187e-10
7.2945751025e-04 1.1697692735e-14 1.9194229039e-12 2.0512918285e-10
7.3451386816e-04 1.1793779065e-14 1.9457913702e-12 2.0797969099e-10
7.3960527506e-04 1.1889570061e-14 1.9725194973e-12 2.1086978818e-10
7.4473197391e-04 1.1985020689e-14 1.9996121336e-12 2.1380002376e-10
7.4989420933e-04 1.2080084208e-14 2.0270741914e-12 2.1677095470e-10
7.5509222767e-04 1.2174712115e-14 2.0549106482e-12 2.1978314572e-10
7.6032627694e-04 1.2268854089e-14 2.0831265470e-12 2.2283716933e-10
7.6559660691e-04 1.2362457926e-14 2.1117269973e-12 2.2593360598e-10
7.7090346906e-04 1.2455469476e-14 2.1407171761e-12 2.2907304418e-10
7.7624711663e-04 1.2547832577e-14 2.1701023286e-12 2.3225608058e-10
7.8162780459e-04 1.2639488981e-14 2.1998877690e-12 2.3548332010e-10
7.8704578970e-04 1.2730378279e-14 2.2300788818e-12 2.3875537604e-10
7.9250133048e-04 1.2820437830e-14 2.2606811219e-12 2.4207287024e-10
7.9799468727e-04 1.2909602666e-14 2.2917000165e-12 2.4543643306e-10
8.0352612219e-04 1.2997805413e-14 2.3231411649e-12 2.4884670367e-10
8.0909589918e-04 1.3084976190e-14 2.3550102405e-12 2.5230433011e-10
8.1470428402e-04 1.3171042510e-14 2.3873129910e-12 2.5580996934e-10
8.2035154433e-04 1.3255929167e-14 2.4200552394e-12 2.5936428743e-10
8.2603794958e-04 1.3339558118e-14 2.4532428854e-12 2.6296795972e-10
8.3176377110e-04 1.3421848345e-14 2.4868819059e-12 2.6662167084e-10
8.3752928213e-04 1.3502715710e-14 2.5209783562e-12 2.7032611502e-10
8.4333475776e-04 1.3582072784e-14 2.5555383708e-12 2.7408199596e-10
8.4918047504e-04 1.3659828655e-14 2.5905681648e-12 2.7789002722e-10
8.5506671288e-04 1.3735888701e-14 2.6260740342e-12 2.8175093214e-10
8.6099375218e-04 1.3810154318e-14 2.6620623579e-12 2.8566544423e-10
8.6696187576e-04 1.3882522588e-14 2.6985395975e-12 2.8963430699e-10
8.7297136839e-04 1.3952885854e-14 2.7355122997e-12 2.9365827436e-10
8.7902251683e-04 1.4021131171e-14 2.7729870961e-12 2.9773811061e-10
8.8511560983e-04 1.4087139540e-14 2.8109707051e-12 3.0187459065e-10
8.9125093813e-04 1.4150784807e-14 2.8494699327e-12 3.0606850015e-10
8.9742879450e-04 1.4211931958e-14 2.8884916735e-12 3.1032063559e-10
9.0364947372e-04 1.4270434239e-14 2.9280429119e-12 3.1463180452e-10
9.0991327263e-04 1.4326127675e-14 2.9681307234e-12 3.1900282567e-10
9.1622049012e-04 1.4378818518e-14 3.0087622752e-12 3.2343452915e-10
9.2257142715e-04 1.4428242346e-14 3.0499448279e-12 3.2792775646e-10
9.2896638678e-04 1.4473797239e-14 3.0916857364e-12 3.3248336080e-10
9.3540567415e-04 1.4515941038e-14 3.1339924510e-12 3.3710220725e-10
9.4188959652e-04 1.4554968619e-14 3.1768725187e-12 3.4178517275e-10
9.4841846330e-04 1.4590744786e-14 3.2203335843e-12 3.4653314651e-10
9.5499258602e-04 1.4623130152e-14 3.2643833918e-12 3.5134702991e-10
9.6161227838e-04 1.4651981027e-14 3.3090297852e-12 3.5622773692e-10
9.6827785626e-04 1.4677149293e-14 3.3542807102e-12 3.6117619411e-10
9.7498963772e-04 1.4698482281e-14 3.4001442152e-12 3.6619334091e-10
9.8174794302e-04 1.4715822649e-14 3.4466284524e-12 3.7128012971e-10
9.8855309466e-04 1.4729008244e-14 3.4937416796e-12 3.7643752614e-10
9.9540541735e-04 1.4737871973e-14 3.5414922609e-12 3.8166650909e-10
1.0023052381e-03 1.4742241666e-14 3.5898886681e-12 3.8696807111e-10
1.0092528861e-03 1.4741939933e-14 3.6389394826e-12 3.9234321847e-10
1.0162486929e-03 1.4736784018e-14 3.6886533957e-12 3.9779297129e-10
1.0232929923e-03 1.4726585655e-14 3.7390392109e-12 4.0331836391e-10
1.0303861204e-03 1.4711150907e-14 3.7901058447e-12 4.0892044494e-10
1.0375284158e-03 1.4690280018e-14 3.8418623282e-12 4.1460027744e-10
1.0447202192e-03 1.4663767246e-14 3.8943178082e-12 4.2035893927e-10
1.0519618738e-03 1.4631400699e-14 3.9474815491e-12 4.2619752318e-10
1.0592537252e-03 1.4592962165e-14 4.0013629337e-12 4.3211713701e-10
1.0665961212e-03 1.4548226936e-14 4.0559714652e-12 4.3811890396e-10
1.0739894123e-03 1.4496963634e-14 4.1113167680e-12 4.4420396276e-10
1.0814339513e-03 1.4438934018e-14 4.1674085899e-12 4.5037346786e-10
1.0889300933e-03 1.4373892802e-14 4.2242568029e-12 4.5662858978e-10
1.0964781961e-03 1.4301587458e-14 4.2818714050e-12 4.6297051513e-10
1.1040786199e-03 1.4221758017e-14 4.3402625219e-12 4.6940044695e-10
1.1117317273e-03 1.4134136864e-14 4.3994404080e-12 4.7591960499e-10
1.1194378835e-03 1.4038448527e-14 4.4594154482e-12 4.8252922579e-10
1.1271974562e-03 1.3934409462e-14 4.5201981596e-12 4.8923056303e-10
1.1350108157e-03 1.3821727829e-14 4.5817991928e-12 4.9602488778e-10
1.1428783348e-03 1.3700103267e-14 4.6442293335e-12 5.0291348858e-10
1.1508003889e-03 1.3569226656e-14 4.7074995043e-12 5.0989767190e-10
1.1587773562e-03 1.3428779880e-14 4.7716207661e-12 5.1697876215e-10
1.1668096171e-03 1.3278435579e-14 4.8366043198e-12 5.2415810219e-10
1.1748975549e-03 1.3117856894e-14 4.9024615077e-12 5.3143705339e-10
1.1830415557e-03 1.2946697205e-14 4.9692038157e-12 5.3881699596e-10
1.1912420080e-03 1.2764599868e-14 5.0368428743e-12 5.4629932914e-10
1.1994993031e-03 1.2571197935e-14 5.1053904609e-12 5.5388547159e-10
1.2078138351e-03 1.2366113875e-14 5.1748585010e-12 5.6157686152e-10
1.2161860006e-03 1.2148959279e-14 5.2452590702e-12 5.6937495709e-10
1.2246161993e-03 1.1919334568e-14 5.3166043958e-12 5.7728123655e-10
1.2331048332e-03 1.1676828680e-14 5.3889068586e-12 5.8529719867e-10
1.2416523076e-03 1.1421018759e-14 5.4621789946e-12 5.9342436283e-10
1.2502590302e-03 1.1151469831e-14 5.5364334970e-12 6.0166426950e-10
1.2589254118e-03 1.0867734468e-14 5.6116832175e-12 6.1001848040e-10
1.2676518659e-03 1.0569352449e-14 5.6879411687e-12 6.1848857887e-10
1.2764388088e-03 1.0255850409e-14 5.7652205256e-12 6.2707617008e-10
1.2852866599e-03 9.9267414749e-15 5.8435346273e-12 6.3578288143e-10
1.2941958414e-03 9.5815248951e-15 5.9228969793e-12 6.4461036281e-10
1.3031667785e-03 9.2196856570e-15 6.0033212549e-12 6.5356028688e-10
1.3121998990e-03 8.8406940939e-15 6.0848212974e-12 6.6263434941e-10
1.3212956342e-03 8.4440054801e-15 6.1674111218e-12 6.7183426963e-10
1.3304544180e-03 8.0290596147e-15 6.2511049169e-12 6.8116179052e-10
1.3396766874e-03 7.5952803924e-15 6.3359170472e-12 6.9061867912e-10
1.3489628826e-03 7.1420753621e-15 6.4218620548e-12 7.0020672695e-10
1.3583134466e-03 6.6688352720e-15 6.5089546611e-12 7.0992775016e-10
1.3677288256e-03 6.1749336000e-15 6.5972097695e-12 7.1978359011e-10
1.3772094689e-03 5.6597260700e-15 6.6866424666e-12 7.2977611351e-10
1.3867558289e-03 5.1225501520e-15 6.7772680246e-12 7.3990721288e-10
1.3963683611e-03 4.5627245455e-15 6.8691019035e-12 7.5017880688e-10
1.4060475241e-03 3.9795486452e-15 6.9621597527e-12 7.6059284073e-10
1.4157937800e-03 3.3723019867e-15 7.0564574134e-12 7.7115128642e-10
1.4256075936e-03 2.7402436717e-15 7.1520109206e-12 7.8185614318e-10
1.4354894334e-03 2.0826117691e-15 7.2488365052e-12 7.9270943795e-10
1.4454397707e-03 1.3986226902e-15 7.3469505958e-12 8.0371322556e-10
1.4554590806e-03 6.8747053332e-16 7.4463698214e-12 8.1486958923e-10
1.4655478410e-03 -5.1673606303e-17 7.5471110131e-12 8.2618064098e-10
1.4757065333e-03 -8.1966236909e-16 7.6491912062e-12 8.3764852194e-10
1.4859356423e-03 -1.6173729156e-15 7.7526276429e-12 8.4927540282e-10
1.4962356561e-03 -2.4457077770e-15 7.8574377739e-12 8.6106348434e-10
1.5066070662e-03 -3.3055957946e-15 7.9636392606e-12 8.7301499755e-10
1.5170503675e-03 -4.1979931799e-15 8.0712499779e-12 8.8513220427e-10
1.5275660582e-03 -5.1238847549e-15 8.1802880159e-12 8.9741739758e-10
1.5381546403e-03 -6.0842854679e-15 8.2907716820e-12 9.0987290223e-10
1.5488166189e-03 -7.0802423700e-15 8.4027195039e-12 9.2250107499e-10
1.5595525028e-03 -8.1128374284e-15 8.5161502311e-12 9.3530430524e-10
1.5703628043e-03 -9.1831920416e-15 8.6310828373e-12 9.4828501522e-10
1.5812480393e-03 -1.0292475643e-14 8.7475365231e-12 9.6144566070e-10
1.5922087271e-03 -1.1441927149e-14 8.8655307180e-12 9.7478873127e-10
1.6032453907e-03 -1.2632954873e-14 8.9850850827e-12 9.8831675089e-10
1.6143585568e-03 -1.3867101380e-14 9.1062195114e-12 1.0020322783e-09
1.6255487558e-03 -1.5144613183e-14 9.2289541344e-12 1.0159379077e-09
1.6368165214e-03 -1.6466724034e-14 9.3533093200e-12 1.0300362688e-09
1.6481623915e-03 -1.7834737380e-14 9.4793056774e-12 1.0443300277e-09
1.6595869074e-03 -1.9249992443e-14 9.6069640586e-12 1.0588218875e-09
1.6710906143e-03 -2.0713865183e-14 9.7363055610e-12 1.0735145883e-09
1.6826740611e-03 -2.2227769280e-14 9.8673515296e-12 1.0884109081e-09
1.6943378004e-03 -2.3793157149e-14 1.0000123560e-11 1.1035136630e-09
1.7060823890e-03 -2.5411520976e-14 1.0134643500e-11 1.1188257083e-09
1.7179083872e-03 -2.7084393791e-14 1.0270933451e-11 1.1343499385e-09
1.7298163592e-03 -2.8813350554e-14 1.0409015776e-11 1.1500892880e-09
1.7418068734e-03 -3.0600009290e-14 1.0548913093e-11 1.1660467315e-09
1.7538805018e-03 -3.2446032234e-14 1.0690648284e-11 1.1822252849e-09
1.7660378207e-03 -3.4353127024e-14 1.0834244497e-11 1.1986280057e-09
1.7782794100e-03 -3.6323047914e-14 1.0979725146e-11 1.2152579935e-09
1.7906058540e-03 -3.8357597026e-14 1.1127113914e-11 1.2321183905e-09
1.8030177409e-03 -4.0458625630e-14 1.1276434758e-11 1.2492123823e-09
1.8155156628e-03 -4.2628035464e-14 1.1427711907e-11 1.2665431985e-09
1.8281002161e-03 -4.4867780088e-14 1.1580969868e-11 1.2841141131e-09
1.8407720015e-03 -4.7179866270e-14 1.1736233430e-11 1.3019284451e-09
1.8535316234e-03 -4.9566355410e-14 1.1893527659e-11 1.3199895594e-09
1.8663796908e-03 -5.2029365011e-14 1.2052877910e-11 1.3383008672e-09
1.8793168168e-03 -5.4571070176e-14 1.2214309822e-11 1.3568658268e-09
1.8923436186e-03 -5.7193705154e-14 1.2377849325e-11 1.3756879439e-09
1.9054607180e-03 -5.9899564924e-14 1.2543522640e-11 1.3947707728e-09
1.9186687407e-03 -6.2691006822e-14 1.2711356282e-11 1.4141179164e-09
1.9319683170e-03 -6.5570452212e-14 1.2881377064e-11 1.4337330274e-09
1.9453600816e-03 -6.8540388202e-14 1.3053612096e-11 1.4536198090e-09
1.9588446735e-03 -7.1603369404e-14 1.3228088793e-11 1.4737820150e-09
1.9724227361e-03 -7.4762019744e-14 1.3404834871e-11 1.4942234512e-09
1.9860949174e-03 -7.8019034316e-14 1.3583878354e-11 1.5149479757e-09
1.9998618696e-03 -8.1377181290e-14 1.3765247576e-11 1.5359594996e-09
2.0137242499e-03 -8.4839303873e-14 1.3948971181e-11 1.5572619881e-09
2.0276827195e-03 -8.8408322311e-14 1.4135078126e-11 1.5788594606e-09
2.0417379447e-03 -9.2087235962e-14 1.4323597687e-11 1.6007559922e-09
2.0558905960e-03 -9.5879125408e-14 1.4514559458e-11 1.6229557138e-09
2.0701413488e-03 -9.9787154633e-14 1.4707993351e-11 1.6454628135e-09
2.0844908831e-03 -1.0381457326e-13 1.4903929605e-11 1.6682815366e-09
2.0989398836e-03 -1.0796471884e-13 1.5102398785e-11 1.6914161871e-09
2.1134890398e-03 -1.1224101921e-13 1.5303431780e-11 1.7148711282e-09
2.1281390460e-03 -1.1664699491e-13 1.5507059815e-11 1.7386507830e-09
2.1428906011e-03 -1.2118626168e-13 1.5713314443e-11 1.7627596355e-09
2.1577444092e-03 -1.2586253297e-13 1.5922227555e-11 1.7872022314e-09
2.1727011789e-03 -1.3067962262e-13 1.6133831378e-11 1.8119831790e-09
2.1877616239e-03 -1.3564144750e-13 1.6348158478e-11 1.8371071498e-09
2.2029264631e-03 -1.4075203027e-13 1.6565241765e-11 1.8625788796e-09
2.2181964198e-03 -1.4601550225e-13 1.6785114491e-11 1.8884031694e-09
2.2335722228e-03 -1.5143610632e-13 1.7007810253e-11 1.9145848862e-09
2.2490546058e-03 -1.5701819986e-13 1.7233362999e-11 1.9411289638e-09
2.2646443076e-03 -1.6276625791e-13 1.7461807025e-11 1.9680404040e-09
2.2803420720e-03 -1.6868487622e-13 1.7693176981e-11 1.9953242772e-09
2.2961486481e-03 -1.7477877457e-13 1.7927507868e-11 2.0229857235e-09
2.3120647902e-03 -1.8105280005e-13 1.8164835047e-11 2.0510299538e-09
2.3280912577e-03 -1.8751193048e-13 1.8405194235e-11 2.0794622504e-09
2.3442288153e-03 -1.9416127791e-13 1.8648621509e-11 2.1082879682e-09
2.3604782332e-03 -2.0100609223e-13 1.8895153309e-11 2.1375125360e-09
2.3768402866e-03 -2.0805176486e-13 1.9144826438e-11 2.1671414567e-09
2.3933157564e-03 -2.1530383252e-13 1.9397678062e-11 2.1971803092e-09
2.4099054287e-03 -2.2276798116e-13 1.9653745718e-11 2.2276347488e-09
2.4266100951e-03 -2.3045004996e-13 1.9913067309e-11 2.2585105085e-09
2.4434305527e-03 -2.3835603541e-13 2.0175681109e-11 2.2898134001e-09
2.4603676041e-03 -2.4649209552e-13 2.0441625762e-11 2.3215493151e-09
2.4774220576e-03 -2.5486455422e-13 2.0710940288e-11 2.3537242262e-09
2.4945947269e-03 -2.6347990573e-13 2.0983664079e-11 2.3863441876e-09
2.5118864315e-03 -2.7234481916e-13 2.1259836903e-11 2.4194153371e-09
2.5292979964e-03 -2.8146614321e-13 2.1539498906e-11 2.4529438964e-09
2.5468302526e-03 -2.9085091098e-13 2.1822690611e-11 2.4869361728e-09
2.5644840365e-03 -3.0050634490e-13 2.2109452921e-11 2.5213985601e-09
2.5822601906e-03 -3.1043986183e-13 2.2399827117e-11 2.5563375398e-09
2.6001595632e-03 -3.2065907825e-13 2.2693854862e-11 2.5917596823e-09
2.6181830082e-03 -3.3117181567e-13 2.2991578203e-11 2.6276716484e-09
2.6363313858e-03 -3.4198610607e-13 2.3293039566e-11 2.6640801898e-09
2.6546055620e-03 -3.5311019756e-13 2.3598281761e-11 2.7009921514e-09
2.6730064087e-03 -3.6455256023e-13 2.3907347982e-11 2.7384144715e-09
2.6915348039e-03 -3.7632189204e-13 2.4220281807e-11 2.7763541838e-09
2.7101916319e-03 -3.8842712498e-13 2.4537127197e-11 2.8148184184e-09
2.7289777828e-03 -4.0087743135e-13 2.4857928498e-11 2.8538144030e-09
2.7478941531e-03 -4.1368223018e-13 2.5182730440e-11 2.8933494647e-09
2.7669416454e-03 -4.2685119390e-13 2.5511578138e-11 2.9334310308e-09
2.7861211686e-03 -4.4039425510e-13 2.5844517090e-11 2.9740666305e-09
2.8054336380e-03 -4.5432161355e-13 2.6181593177e-11 3.0152638962e-09
2.8248799749e-03 -4.6864374337e-13 2.6522852665e-11 3.0570305647e-09
2.8444611074e-03 -4.8337140037e-13 2.6868342202e-11 3.0993744792e-09
2.8641779699e-03 -4.9851562967e-13 2.7218108816e-11 3.1423035900e-09
2.8840315031e-03 -5.1408777342e-13 2.7572199917e-11 3.1858259564e-09
2.9040226545e-03 -5.3009947881e-13 2.7930663295e-11 3.2299497482e-09
2.9241523778e-03 -5.4656270627e-13 2.8293547118e-11 3.2746832471e-09
2.9444216338e-03 -5.6348973785e-13 2.8660899930e-11 3.3200348479e-09
2.9648313895e-03 -5.8089318594e-13 2.9032770652e-11 3.3660130608e-09
2.9853826189e-03 -5.9878600207e-13 2.9409208577e-11 3.4126265121e-09
3.0060763026e-03 -6.1718148606e-13 2.9790263369e-11 3.4598839466e-09
3.0269134281e-03 -6.3609329541e-13 3.0175985064e-11 3.5077942284e-09
3.0478949896e-03 -6.5553545486e-13 3.0566424062e-11 3.5563663432e-09
3.0690219884e-03 -6.7552236633e-13 3.0961631128e-11 3.6056093994e-09
3.0902954325e-03 -6.9606881902e-13 3.1361657390e-11 3.6555326304e-09
3.1117163371e-03 -7.1718999985e-13 3.1766554332e-11 3.7061453955e-09
3.1332857243e-03 -7.3890150413e-13 3.2176373795e-11 3.7574571824e-09
3.1550046234e-03 -7.6121934660e-13 3.2591167970e-11 3.8094776083e-09
3.1768740706e-03 -7.8415997267e-13 3.3010989396e-11 3.8622164221e-09
3.1988951097e-03 -8.0774027003e-13 3.3435890958e-11 3.9156835058e-09
3.2210687913e-03 -8.3197758055e-13 3.3865925877e-11 3.9698888768e-09
3.2433961735e-03 -8.5688971251e-13 3.4301147710e-11 4.0248426892e-09
3.2658783217e-03 -8.8249495315e-13 3.4741610345e-11 4.0805552359e-09
3.2885163088e-03 -9.0881208157e-13 3.5187367995e-11 4.1370369507e-09
3.3113112148e-03 -9.3586038199e-13 3.5638475189e-11 4.1942984098e-09
3.3342641276e-03 -9.6365965732e-13 3.6094986774e-11 4.2523503338e-09
3.3573761424e-03 -9.9223024316e-13 3.6556957901e-11 4.3112035900e-09
3.3806483621e-03 -1.0215930221e-12 3.7024444024e-11 4.3708691941e-09
3.4040818970e-03 -1.0517694387e-12 3.7497500890e-11 4.4313583120e-09
3.4276778655e-03 -1.0827815141e-12 3.7976184535e-11 4.4926822623e-09
3.4514373934e-03 -1.1146518621e-12 3.8460551272e-11 4.5548525182e-09
3.4753616144e-03 -1.1474037050e-12 3.8950657687e-11 4.6178807094e-09
3.4994516703e-03 -1.1810608897e-12 3.9446560630e-11 4.6817786243e-09
3.5237087104e-03 -1.2156479050e-12 3.9948317205e-11 4.7465582123e-09
3.5481338923e-03 -1.2511898984e-12 4.0455984764e-11 4.8122315859e-09
3.5727283815e-03 -1.2877126945e-12 4.0969620891e-11 4.8788110226e-09
3.5974933516e-03 -1.3252428126e-12 4.1489283400e-11 4.9463089677e-09
3.6224299842e-03 -1.3638074859e-12 4.2015030320e-11 5.0147380361e-09
3.6475394693e-03 -1.4034346805e-12 4.2546919884e-11 5.0841110147e-09
3.6728230050e-03 -1.4441531154e-12 4.3085010521e-11 5.1544408650e-09
3.6982817978e-03 -1.4859922826e-12 4.3629360840e-11 5.2257407248e-09
3.7239170625e-03 -1.5289824681e-12 4.4180029621e-11 5.2980239115e-09
3.7497300225e-03 -1.5731547732e-12 4.4737075799e-11 5.3713039235e-09
3.7757219093e-03 -1.6185411368e-12 4.5300558456e-11 5.4455944434e-09
3.8018939632e-03 -1.6651743577e-12 4.5870536799e-11 5.5209093404e-09
3.8282474332e-03 -1.7130881178e-12 4.6447070152e-11 5.5972626722e-09
3.8547835767e-03 -1.7623170064e-12 4.7030217941e-11 5.6746686885e-09
3.8815036599e-03 -1.8128965441e-12 4.7620039673e-11 5.7531418326e-09
3.9084089579e-03 -1.8648632084e-12 4.8216594924e-11 5.8326967448e-09
3.9355007546e-03 -1.9182544595e-12 4.8819943321e-11 5.9133482644e-09
3.9627803426e-03 -1.9731087666e-12 4.9430144523e-11 5.9951114331e-09
3.9902490236e-03 -2.0294656354e-12 5.0047258207e-11 6.0780014968e-09
4.0179081085e-03 -2.0873656361e-12 5.0671344042e-11 6.1620339094e-09
4.0457589170e-03 -2.1468504322e-12 5.1302461676e-11 6.2472243347e-09
4.0738027780e-03 -2.2079628097e-12 5.1940670710e-11 6.3335886496e-09
4.1020410299e-03 -2.2707467082e-12 5.2586030683e-11 6.4211429471e-09
4.1304750199e-03 -2.3352472512e-12 5.3238601043e-11 6.5099035389e-09
4.1591061049e-03 -2.4015107789e-12 5.3898441130e-11 6.5998869585e-09
4.1879356512e-03 -2.4695848807e-12 5.4565610147e-11 6.6911099641e-09
4.2169650343e-03 -2.5395184291e-12 5.5240167142e-11 6.7835895418e-09
4.2461956395e-03 -2.6113616143e-12 5.5922170975e-11 6.8773429083e-09
4.2756288615e-03 -2.6851659801e-12 5.6611680298e-11 6.9723875144e-09
4.3052661049e-03 -2.7609844604e-12 5.7308753526e-11 7.0687410479e-09
4.3351087839e-03 -2.8388714169e-12 5.8013448807e-11 7.1664214367e-09
4.3651583224e-03 -2.9188826777e-12 5.8725823993e-11 7.2654468522e-09
4.3954161544e-03 -3.0010755768e-12 5.9445936613e-11 7.3658357126e-09
4.4258837236e-03 -3.0855089955e-12 6.0173843837e-11 7.4676066860e-09
4.4565624840e-03 -3.1722434036e-12 6.0909602450e-11 7.5707786938e-09
4.4874538993e-03 -3.2613409029e-12 6.1653268810e-11 7.6753709141e-09
4.5185594437e-03 -3.3528652714e-12 6.2404898823e-11 7.7814027854e-09
4.5498806015e-03 -3.4468820084e-12 6.3164547899e-11 7.8888940096e-09
4.5814188671e-03 -3.5434583813e-12 6.3932270921e-11 7.9978645558e-09
4.6131757456e-03 -3.6426634740e-12 6.4708122204e-11 8.1083346639e-09
4.6451527522e-03 -3.7445682353e-12 6.5492155456e-11 8.2203248481e-09
4.6773514129e-03 -3.8492455300e-12 6.6284423737e-11 8.3338559005e-09
4.7097732640e-03 -3.9567701911e-12 6.7084979418e-11 8.4489488953e-09
4.7424198526e-03 -4.0672190723e-12 6.7893874139e-11 8.5656251917e-09
4.7752927366e-03 -4.1806711039e-12 6.8711158758e-11 8.6839064385e-09
4.8083934845e-03 -4.2972073483e-12 6.9536883313e-11 8.8038145774e-09
4.8417236758e-03 -4.4169110581e-12 7.0371096969e-11 8.9253718474e-09
4.8752849010e-03 -4.5398677358e-12 7.1213847970e-11 9.0486007884e-09
4.9090787615e-03 -4.6661651947e-12 7.2065183588e-11 9.1735242452e-09
4.9431068699e-03 -4.7958936213e-12 7.2925150071e-11 9.3001653719e-09
4.9773708498e-03 -4.9291456404e-12 7.3793792589e-11 9.4285476355e-09
5.0118723363e-03 -5.0660163806e-12 7.4671155177e-11 9.5586948206e-09
5.0466129756e-03 -5.2066035428e-12 7.5557280680e-11 9.6906310333e-09
5.0815944256e-03 -5.3510074700e-12 7.6452210689e-11 9.8243807054e-09
5.1168183554e-03 -5.4993312189e-12 7.7355985485e-11 9.9599685991e-09
5.1522864458e-03 -5.6516806336e-12 7.8268643973e-11 1.0097419811e-08
5.1880003893e-03 -5.8081644216e-12 7.9190223617e-11 1.0236759777e-08
5.2239618900e-03 -5.9688942313e-12 8.0120760374e-11 1.0378014276e-08
5.2601726639e-03 -6.1339847324e-12 8.1060288624e-11 1.0521209435e-08
5.2966344389e-03 -6.3035536975e-12 8.2008841100e-11 1.0666371734e-08
5.3333489549e-03 -6.4777220868e-12 8.2966448811e-11 1.0813528011e-08
5.3703179637e-03 -6.6566141346e-12 8.3933140971e-11 1.0962705464e-08
5.4075432295e-03 -6.8403574385e-12 8.4908944918e-11 1.1113931661e-08
5.4450265284e-03 -7.0290830509e-12 8.5893886036e-11 1.1267234538e-08
5.4827696492e-03 -7.2229255727e-12 8.6887987669e-11 1.1422642410e-08
5.5207743928e-03 -7.4220232502e-12 8.7891271040e-11 1.1580183975e-08
5.5590425727e-03 -7.6265180742e-12 8.8903755158e-11 1.1739888314e-08
